date,admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice
#date,#adm1+name,#adm2+name,#loc+market+name,#geo+lat,#geo+lon,#item+type,#item+name,#item+unit,#item+price+flag,#item+price+type,#currency,#value,#value+usd
2014-01-15,South Kordofan,Kadugli,Kadugli,11.016667,29.716667,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,8.0,1.4128
2014-01-15,South Kordofan,Kadugli,Kadugli,11.016667,29.716667,cereals and tubers,Sorghum (white),90 KG,actual,Wholesale,SDG,193.33,34.1416
2014-01-15,South Kordofan,Kadugli,Kadugli,11.016667,29.716667,cereals and tubers,Wheat,90 KG,actual,Wholesale,SDG,246.67,43.5613
2014-01-15,West Darfur,El Geneina,El Geneina,13.45,22.45,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,10.0,1.766
2014-01-15,West Darfur,El Geneina,El Geneina,13.45,22.45,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,6.17,1.0905
2014-01-15,West Darfur,El Geneina,El Geneina,13.45,22.45,cereals and tubers,Sorghum (food aid),3 KG,actual,Retail,SDG,6.33,1.117
2014-02-15,Blue Nile,Damazin,Damazin,11.7891,34.3592,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,10.0,1.7557
2014-02-15,Blue Nile,Damazin,Damazin,11.7891,34.3592,cereals and tubers,Millet,90 KG,actual,Wholesale,SDG,342.5,60.132
2014-02-15,Blue Nile,Damazin,Damazin,11.7891,34.3592,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,7.25,1.2729
2014-02-15,Blue Nile,Damazin,Damazin,11.7891,34.3592,cereals and tubers,Sorghum (white),90 KG,actual,Wholesale,SDG,222.5,39.0639
2014-02-15,Eastern Darfur,Ed Daein,Eddein,11.433333,26.15,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,16.0,2.8091
2014-02-15,Eastern Darfur,Ed Daein,Eddein,11.433333,26.15,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,12.0,2.1068
2014-02-15,Eastern Darfur,Ed Daein,Eddein,11.433333,26.15,cereals and tubers,Sorghum (food aid),3 KG,actual,Retail,SDG,10.0,1.7557
2014-02-15,Gedaref,Al Gedaref Rural,El Gedarif,14.04,35.38,cereals and tubers,Millet,90 KG,actual,Wholesale,SDG,362.67,63.6732
2014-02-15,Gedaref,Al Gedaref Rural,El Gedarif,14.04,35.38,cereals and tubers,Sorghum (white),90 KG,actual,Wholesale,SDG,224.83,39.4729
2014-02-15,Kassala,Kassala,Kassala,15.457,36.4001,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,15.0,2.6335
2014-02-15,Kassala,Kassala,Kassala,15.457,36.4001,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,8.0,1.4045
2014-02-15,Khartoum,Jebal Aulya,Khartoum,15.5126,32.5436,cereals and tubers,Millet,90 KG,actual,Wholesale,SDG,436.25,76.5915
2014-02-15,Khartoum,Jebal Aulya,Khartoum,15.5126,32.5436,cereals and tubers,Sorghum (white),90 KG,actual,Wholesale,SDG,236.25,41.4779
2014-02-15,Khartoum,Jebal Aulya,Khartoum,15.5126,32.5436,cereals and tubers,Wheat,90 KG,actual,Wholesale,SDG,377.5,66.2769
2014-02-15,Khartoum,Jebal Aulya,Khartoum,15.5126,32.5436,non-food,Exchange rate (unofficial),USD/LCU,actual,Retail,SDG,8.2,1.4397
2014-02-15,North Darfur,El Fasher,Al Fashir,13.633333,25.35,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,15.0,2.6335
2014-02-15,North Darfur,El Fasher,Al Fashir,13.633333,25.35,cereals and tubers,Millet,90 KG,actual,Wholesale,SDG,445.0,78.1277
2014-02-15,North Darfur,El Fasher,Al Fashir,13.633333,25.35,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,10.75,1.8874
2014-02-15,North Darfur,El Fasher,Al Fashir,13.633333,25.35,cereals and tubers,Sorghum (food aid),3 KG,actual,Retail,SDG,10.0,1.7557
2014-02-15,North Darfur,El Fasher,Al Fashir,13.633333,25.35,cereals and tubers,Sorghum (white),90 KG,actual,Wholesale,SDG,308.75,54.2066
2014-02-15,North Darfur,El Fasher,Al Fashir,13.633333,25.35,cereals and tubers,Wheat,90 KG,actual,Wholesale,SDG,448.33,78.7124
2014-02-15,North Kordofan,Shiekan,El Obeid,13.18831,30.2185799999999,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,15.75,2.7652
2014-02-15,North Kordofan,Shiekan,El Obeid,13.18831,30.2185799999999,cereals and tubers,Millet,90 KG,actual,Wholesale,SDG,439.25,77.1182
2014-02-15,North Kordofan,Shiekan,El Obeid,13.18831,30.2185799999999,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,9.75,1.7118
2014-02-15,North Kordofan,Shiekan,El Obeid,13.18831,30.2185799999999,cereals and tubers,Sorghum (white),90 KG,actual,Wholesale,SDG,244.81,42.9808
2014-02-15,Northern,Dongola,Dongola,19.17,30.47,cereals and tubers,Sorghum (white),90 KG,actual,Wholesale,SDG,260.0,45.6477
2014-02-15,Northern,Dongola,Dongola,19.17,30.47,cereals and tubers,Wheat,90 KG,actual,Wholesale,SDG,450.0,79.0056
2014-02-15,Red Sea,Port Sudan,Port Sudan,19.615833,37.216389,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,14.18,2.4887
2014-02-15,Red Sea,Port Sudan,Port Sudan,19.615833,37.216389,cereals and tubers,Millet,90 KG,actual,Wholesale,SDG,433.33,76.0789
2014-02-15,Red Sea,Port Sudan,Port Sudan,19.615833,37.216389,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,8.35,1.466
2014-02-15,Red Sea,Port Sudan,Port Sudan,19.615833,37.216389,cereals and tubers,Sorghum (white),90 KG,actual,Wholesale,SDG,257.5,45.2088
2014-02-15,South Darfur,Nyala,Nyala,12.05,24.883333,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,14.0,2.458
2014-02-15,South Darfur,Nyala,Nyala,12.05,24.883333,cereals and tubers,Millet,90 KG,actual,Wholesale,SDG,391.25,68.691
2014-02-15,South Darfur,Nyala,Nyala,12.05,24.883333,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,8.0,1.4045
2014-02-15,South Darfur,Nyala,Nyala,12.05,24.883333,cereals and tubers,Sorghum (food aid),3 KG,actual,Retail,SDG,7.75,1.3607
2014-02-15,South Kordofan,Kadugli,Kadugli,11.016667,29.716667,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,14.0,2.458
2014-02-15,South Kordofan,Kadugli,Kadugli,11.016667,29.716667,cereals and tubers,Millet,90 KG,actual,Wholesale,SDG,360.0,63.2045
2014-02-15,South Kordofan,Kadugli,Kadugli,11.016667,29.716667,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,8.75,1.5362
2014-02-15,South Kordofan,Kadugli,Kadugli,11.016667,29.716667,cereals and tubers,Sorghum (food aid),3 KG,actual,Retail,SDG,6.0,1.0534
2014-02-15,South Kordofan,Kadugli,Kadugli,11.016667,29.716667,cereals and tubers,Sorghum (white),90 KG,actual,Wholesale,SDG,240.0,42.1363
2014-02-15,South Kordofan,Kadugli,Kadugli,11.016667,29.716667,cereals and tubers,Wheat,90 KG,actual,Wholesale,SDG,230.0,40.3806
2014-02-15,West Darfur,El Geneina,El Geneina,13.45,22.45,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,9.0,1.5801
2014-02-15,West Darfur,El Geneina,El Geneina,13.45,22.45,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,6.55,1.15
2014-02-15,West Darfur,El Geneina,El Geneina,13.45,22.45,cereals and tubers,Sorghum (food aid),3 KG,actual,Retail,SDG,8.0,1.4045
2014-03-15,Blue Nile,Damazin,Damazin,11.7891,34.3592,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,10.0,1.7557
2014-03-15,Blue Nile,Damazin,Damazin,11.7891,34.3592,cereals and tubers,Millet,90 KG,actual,Wholesale,SDG,340.0,59.6931
2014-03-15,Blue Nile,Damazin,Damazin,11.7891,34.3592,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,7.0,1.229
2014-03-15,Blue Nile,Damazin,Damazin,11.7891,34.3592,cereals and tubers,Sorghum (white),90 KG,actual,Wholesale,SDG,219.5,38.5372
2014-03-15,Eastern Darfur,Ed Daein,Eddein,11.433333,26.15,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,19.25,3.3797
2014-03-15,Eastern Darfur,Ed Daein,Eddein,11.433333,26.15,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,13.75,2.4141
2014-03-15,Eastern Darfur,Ed Daein,Eddein,11.433333,26.15,cereals and tubers,Sorghum (food aid),3 KG,actual,Retail,SDG,13.25,2.3263
2014-03-15,Gedaref,Al Gedaref Rural,El Gedarif,14.04,35.38,cereals and tubers,Millet,90 KG,actual,Wholesale,SDG,385.31,67.6481
2014-03-15,Gedaref,Al Gedaref Rural,El Gedarif,14.04,35.38,cereals and tubers,Sorghum (white),90 KG,actual,Wholesale,SDG,257.15,45.1473
2014-03-15,Kassala,Kassala,Kassala,15.457,36.4001,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,15.0,2.6335
2014-03-15,Kassala,Kassala,Kassala,15.457,36.4001,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,8.75,1.5362
2014-03-15,Khartoum,Jebal Aulya,Khartoum,15.5126,32.5436,cereals and tubers,Millet,90 KG,actual,Wholesale,SDG,435.0,76.3721
2014-03-15,Khartoum,Jebal Aulya,Khartoum,15.5126,32.5436,cereals and tubers,Sorghum (white),90 KG,actual,Wholesale,SDG,255.0,44.7698
2014-03-15,Khartoum,Jebal Aulya,Khartoum,15.5126,32.5436,cereals and tubers,Wheat,90 KG,actual,Wholesale,SDG,315.0,55.3039
2014-03-15,Khartoum,Jebal Aulya,Khartoum,15.5126,32.5436,non-food,Exchange rate (unofficial),USD/LCU,actual,Retail,SDG,8.4,1.4748
2014-03-15,North Darfur,El Fasher,Al Fashir,13.633333,25.35,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,16.25,2.853
2014-03-15,North Darfur,El Fasher,Al Fashir,13.633333,25.35,cereals and tubers,Millet,90 KG,actual,Wholesale,SDG,497.67,87.3749
2014-03-15,North Darfur,El Fasher,Al Fashir,13.633333,25.35,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,12.12,2.1288
2014-03-15,North Darfur,El Fasher,Al Fashir,13.633333,25.35,cereals and tubers,Sorghum (food aid),3 KG,actual,Retail,SDG,12.0,2.1068
2014-03-15,North Darfur,El Fasher,Al Fashir,13.633333,25.35,cereals and tubers,Sorghum (white),90 KG,actual,Wholesale,SDG,340.0,59.6931
2014-03-15,North Darfur,El Fasher,Al Fashir,13.633333,25.35,cereals and tubers,Wheat,90 KG,actual,Wholesale,SDG,530.0,93.051
2014-03-15,North Kordofan,Shiekan,El Obeid,13.18831,30.2185799999999,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,18.75,3.2919
2014-03-15,North Kordofan,Shiekan,El Obeid,13.18831,30.2185799999999,cereals and tubers,Millet,90 KG,actual,Wholesale,SDG,436.19,76.581
2014-03-15,North Kordofan,Shiekan,El Obeid,13.18831,30.2185799999999,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,12.75,2.2385
2014-03-15,North Kordofan,Shiekan,El Obeid,13.18831,30.2185799999999,cereals and tubers,Sorghum (white),90 KG,actual,Wholesale,SDG,258.56,45.3949
2014-03-15,Northern,Dongola,Dongola,19.17,30.47,cereals and tubers,Sorghum (white),90 KG,actual,Wholesale,SDG,260.0,45.6477
2014-03-15,Northern,Dongola,Dongola,19.17,30.47,cereals and tubers,Wheat,90 KG,actual,Wholesale,SDG,385.0,67.5937
2014-03-15,Red Sea,Port Sudan,Port Sudan,19.615833,37.216389,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,14.2,2.4931
2014-03-15,Red Sea,Port Sudan,Port Sudan,19.615833,37.216389,cereals and tubers,Millet,90 KG,actual,Wholesale,SDG,430.0,75.4942
2014-03-15,Red Sea,Port Sudan,Port Sudan,19.615833,37.216389,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,9.22,1.6196
2014-03-15,Red Sea,Port Sudan,Port Sudan,19.615833,37.216389,cereals and tubers,Sorghum (white),90 KG,actual,Wholesale,SDG,281.25,49.3785
2014-03-15,South Darfur,Nyala,Nyala,12.05,24.883333,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,17.0,2.9847
2014-03-15,South Darfur,Nyala,Nyala,12.05,24.883333,cereals and tubers,Millet,90 KG,actual,Wholesale,SDG,445.0,78.1277
2014-03-15,South Darfur,Nyala,Nyala,12.05,24.883333,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,11.5,2.019
2014-03-15,South Darfur,Nyala,Nyala,12.05,24.883333,cereals and tubers,Sorghum (food aid),3 KG,actual,Retail,SDG,10.75,1.8874
2014-03-15,South Kordofan,Kadugli,Kadugli,11.016667,29.716667,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,14.0,2.458
2014-03-15,South Kordofan,Kadugli,Kadugli,11.016667,29.716667,cereals and tubers,Millet,90 KG,actual,Wholesale,SDG,465.0,81.6391
2014-03-15,South Kordofan,Kadugli,Kadugli,11.016667,29.716667,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,8.0,1.4045
2014-03-15,South Kordofan,Kadugli,Kadugli,11.016667,29.716667,cereals and tubers,Sorghum (food aid),3 KG,actual,Retail,SDG,7.5,1.3168
2014-03-15,South Kordofan,Kadugli,Kadugli,11.016667,29.716667,cereals and tubers,Sorghum (white),90 KG,actual,Wholesale,SDG,250.0,43.892
2014-03-15,South Kordofan,Kadugli,Kadugli,11.016667,29.716667,cereals and tubers,Wheat,90 KG,actual,Wholesale,SDG,330.0,57.9374
2014-03-15,West Darfur,El Geneina,El Geneina,13.45,22.45,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,11.07,1.9444
2014-03-15,West Darfur,El Geneina,El Geneina,13.45,22.45,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,9.0,1.5801
2014-03-15,West Darfur,El Geneina,El Geneina,13.45,22.45,cereals and tubers,Sorghum (food aid),3 KG,actual,Retail,SDG,9.0,1.5801
2014-04-15,Blue Nile,Damazin,Damazin,11.7891,34.3592,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,10.0,1.7693
2014-04-15,Blue Nile,Damazin,Damazin,11.7891,34.3592,cereals and tubers,Millet,90 KG,actual,Wholesale,SDG,388.33,68.7079
2014-04-15,Blue Nile,Damazin,Damazin,11.7891,34.3592,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,7.0,1.2385
2014-04-15,Blue Nile,Damazin,Damazin,11.7891,34.3592,cereals and tubers,Sorghum (white),90 KG,actual,Wholesale,SDG,258.33,45.7068
2014-04-15,Eastern Darfur,Ed Daein,Eddein,11.433333,26.15,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,21.0,3.7156
2014-04-15,Eastern Darfur,Ed Daein,Eddein,11.433333,26.15,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,15.0,2.654
2014-04-15,Eastern Darfur,Ed Daein,Eddein,11.433333,26.15,cereals and tubers,Sorghum (food aid),3 KG,actual,Retail,SDG,14.0,2.477
2014-04-15,Gedaref,Al Gedaref Rural,El Gedarif,14.04,35.38,cereals and tubers,Millet,90 KG,actual,Wholesale,SDG,468.03,82.8093
2014-04-15,Gedaref,Al Gedaref Rural,El Gedarif,14.04,35.38,cereals and tubers,Sorghum (white),90 KG,actual,Wholesale,SDG,271.92,48.1113
2014-04-15,Kassala,Kassala,Kassala,15.457,36.4001,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,15.5,2.7424
2014-04-15,Kassala,Kassala,Kassala,15.457,36.4001,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,9.5,1.6809
2014-04-15,Khartoum,Jebal Aulya,Khartoum,15.5126,32.5436,cereals and tubers,Millet,90 KG,actual,Wholesale,SDG,505.0,89.3505
2014-04-15,Khartoum,Jebal Aulya,Khartoum,15.5126,32.5436,cereals and tubers,Sorghum (white),90 KG,actual,Wholesale,SDG,297.5,52.6372
2014-04-15,Khartoum,Jebal Aulya,Khartoum,15.5126,32.5436,cereals and tubers,Wheat,90 KG,actual,Wholesale,SDG,327.5,57.9451
2014-04-15,Khartoum,Jebal Aulya,Khartoum,15.5126,32.5436,non-food,Exchange rate (unofficial),USD/LCU,actual,Retail,SDG,9.2,1.6278
2014-04-15,North Darfur,El Fasher,Al Fashir,13.633333,25.35,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,17.0,3.0078
2014-04-15,North Darfur,El Fasher,Al Fashir,13.633333,25.35,cereals and tubers,Millet,90 KG,actual,Wholesale,SDG,520.0,92.0045
2014-04-15,North Darfur,El Fasher,Al Fashir,13.633333,25.35,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,12.5,2.2116
2014-04-15,North Darfur,El Fasher,Al Fashir,13.633333,25.35,cereals and tubers,Sorghum (food aid),3 KG,actual,Retail,SDG,12.25,2.1674
2014-04-15,North Darfur,El Fasher,Al Fashir,13.633333,25.35,cereals and tubers,Sorghum (white),90 KG,actual,Wholesale,SDG,357.5,63.2531
2014-04-15,North Darfur,El Fasher,Al Fashir,13.633333,25.35,cereals and tubers,Wheat,90 KG,actual,Wholesale,SDG,540.0,95.5431
2014-04-15,North Kordofan,Shiekan,El Obeid,13.18831,30.2185799999999,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,21.25,3.7598
2014-04-15,North Kordofan,Shiekan,El Obeid,13.18831,30.2185799999999,cereals and tubers,Millet,90 KG,actual,Wholesale,SDG,463.06,81.93
2014-04-15,North Kordofan,Shiekan,El Obeid,13.18831,30.2185799999999,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,14.75,2.6097
2014-04-15,North Kordofan,Shiekan,El Obeid,13.18831,30.2185799999999,cereals and tubers,Sorghum (white),90 KG,actual,Wholesale,SDG,286.44,50.6803
2014-04-15,Northern,Dongola,Dongola,19.17,30.47,cereals and tubers,Sorghum (white),90 KG,actual,Wholesale,SDG,297.5,52.6372
2014-04-15,Northern,Dongola,Dongola,19.17,30.47,cereals and tubers,Wheat,90 KG,actual,Wholesale,SDG,348.75,61.7049
2014-04-15,Red Sea,Port Sudan,Port Sudan,19.615833,37.216389,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,15.65,2.769
2014-04-15,Red Sea,Port Sudan,Port Sudan,19.615833,37.216389,cereals and tubers,Millet,90 KG,actual,Wholesale,SDG,516.67,91.4153
2014-04-15,Red Sea,Port Sudan,Port Sudan,19.615833,37.216389,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,10.2,1.8047
2014-04-15,Red Sea,Port Sudan,Port Sudan,19.615833,37.216389,cereals and tubers,Sorghum (white),90 KG,actual,Wholesale,SDG,315.0,55.7335
2014-04-15,South Darfur,Nyala,Nyala,12.05,24.883333,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,18.0,3.1848
2014-04-15,South Darfur,Nyala,Nyala,12.05,24.883333,cereals and tubers,Millet,90 KG,actual,Wholesale,SDG,502.0,88.8197
2014-04-15,South Darfur,Nyala,Nyala,12.05,24.883333,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,12.0,2.1232
2014-04-15,South Darfur,Nyala,Nyala,12.05,24.883333,cereals and tubers,Sorghum (food aid),3 KG,actual,Retail,SDG,12.0,2.1232
2014-04-15,South Kordofan,Kadugli,Kadugli,11.016667,29.716667,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,14.75,2.6097
2014-04-15,South Kordofan,Kadugli,Kadugli,11.016667,29.716667,cereals and tubers,Millet,90 KG,actual,Wholesale,SDG,461.25,81.6097
2014-04-15,South Kordofan,Kadugli,Kadugli,11.016667,29.716667,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,8.75,1.5482
2014-04-15,South Kordofan,Kadugli,Kadugli,11.016667,29.716667,cereals and tubers,Sorghum (food aid),3 KG,actual,Retail,SDG,9.0,1.5924
2014-04-15,South Kordofan,Kadugli,Kadugli,11.016667,29.716667,cereals and tubers,Sorghum (white),90 KG,actual,Wholesale,SDG,212.5,37.598
2014-04-15,South Kordofan,Kadugli,Kadugli,11.016667,29.716667,cereals and tubers,Wheat,90 KG,actual,Wholesale,SDG,292.5,51.7525
2014-04-15,West Darfur,El Geneina,El Geneina,13.45,22.45,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,11.15,1.9728
2014-04-15,West Darfur,El Geneina,El Geneina,13.45,22.45,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,9.15,1.6189
2014-04-15,West Darfur,El Geneina,El Geneina,13.45,22.45,cereals and tubers,Sorghum (food aid),3 KG,actual,Retail,SDG,9.07,1.6057
2014-05-15,Blue Nile,Damazin,Damazin,11.7891,34.3592,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,11.5,2.0303
2014-05-15,Blue Nile,Damazin,Damazin,11.7891,34.3592,cereals and tubers,Millet,90 KG,actual,Wholesale,SDG,500.0,88.2737
2014-05-15,Blue Nile,Damazin,Damazin,11.7891,34.3592,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,8.5,1.5007
2014-05-15,Blue Nile,Damazin,Damazin,11.7891,34.3592,cereals and tubers,Sorghum (white),90 KG,actual,Wholesale,SDG,270.0,47.6678
2014-05-15,Eastern Darfur,Ed Daein,Eddein,11.433333,26.15,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,20.5,3.6192
2014-05-15,Eastern Darfur,Ed Daein,Eddein,11.433333,26.15,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,15.0,2.6482
2014-05-15,Eastern Darfur,Ed Daein,Eddein,11.433333,26.15,cereals and tubers,Sorghum (food aid),3 KG,actual,Retail,SDG,14.0,2.4717
2014-05-15,Gedaref,Al Gedaref Rural,El Gedarif,14.04,35.38,cereals and tubers,Millet,90 KG,actual,Wholesale,SDG,491.13,86.7077
2014-05-15,Gedaref,Al Gedaref Rural,El Gedarif,14.04,35.38,cereals and tubers,Sorghum (white),90 KG,actual,Wholesale,SDG,275.94,48.7165
2014-05-15,Kassala,Kassala,Kassala,15.457,36.4001,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,19.0,3.3544
2014-05-15,Kassala,Kassala,Kassala,15.457,36.4001,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,10.5,1.8537
2014-05-15,Khartoum,Jebal Aulya,Khartoum,15.5126,32.5436,cereals and tubers,Millet,90 KG,actual,Wholesale,SDG,560.0,98.8666
2014-05-15,Khartoum,Jebal Aulya,Khartoum,15.5126,32.5436,cereals and tubers,Sorghum (white),90 KG,actual,Wholesale,SDG,300.0,52.9642
2014-05-15,Khartoum,Jebal Aulya,Khartoum,15.5126,32.5436,cereals and tubers,Wheat,90 KG,actual,Wholesale,SDG,334.0,58.9668
2014-05-15,Khartoum,Jebal Aulya,Khartoum,15.5126,32.5436,non-food,Exchange rate (unofficial),USD/LCU,actual,Retail,SDG,9.2,1.6242
2014-05-15,North Darfur,El Fasher,Al Fashir,13.633333,25.35,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,17.38,3.0675
2014-05-15,North Darfur,El Fasher,Al Fashir,13.633333,25.35,cereals and tubers,Millet,90 KG,actual,Wholesale,SDG,520.75,91.9371
2014-05-15,North Darfur,El Fasher,Al Fashir,13.633333,25.35,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,12.75,2.251
2014-05-15,North Darfur,El Fasher,Al Fashir,13.633333,25.35,cereals and tubers,Sorghum (food aid),3 KG,actual,Retail,SDG,12.88,2.273
2014-05-15,North Darfur,El Fasher,Al Fashir,13.633333,25.35,cereals and tubers,Sorghum (white),90 KG,actual,Wholesale,SDG,395.0,69.7362
2014-05-15,North Darfur,El Fasher,Al Fashir,13.633333,25.35,cereals and tubers,Wheat,90 KG,actual,Wholesale,SDG,562.5,99.3079
2014-05-15,North Kordofan,Shiekan,El Obeid,13.18831,30.2185799999999,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,23.16,4.0897
2014-05-15,North Kordofan,Shiekan,El Obeid,13.18831,30.2185799999999,cereals and tubers,Millet,90 KG,actual,Wholesale,SDG,547.2,96.6068
2014-05-15,North Kordofan,Shiekan,El Obeid,13.18831,30.2185799999999,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,12.79,2.258
2014-05-15,North Kordofan,Shiekan,El Obeid,13.18831,30.2185799999999,cereals and tubers,Sorghum (white),90 KG,actual,Wholesale,SDG,311.0,54.9063
2014-05-15,Northern,Dongola,Dongola,19.17,30.47,cereals and tubers,Sorghum (white),90 KG,actual,Wholesale,SDG,330.0,58.2607
2014-05-15,Northern,Dongola,Dongola,19.17,30.47,cereals and tubers,Wheat,90 KG,actual,Wholesale,SDG,325.0,57.3779
2014-05-15,Red Sea,Port Sudan,Port Sudan,19.615833,37.216389,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,17.05,3.0101
2014-05-15,Red Sea,Port Sudan,Port Sudan,19.615833,37.216389,cereals and tubers,Millet,90 KG,actual,Wholesale,SDG,600.0,105.9285
2014-05-15,Red Sea,Port Sudan,Port Sudan,19.615833,37.216389,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,10.7,1.8891
2014-05-15,Red Sea,Port Sudan,Port Sudan,19.615833,37.216389,cereals and tubers,Sorghum (white),90 KG,actual,Wholesale,SDG,322.0,56.8483
2014-05-15,South Darfur,Nyala,Nyala,12.05,24.883333,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,18.0,3.1779
2014-05-15,South Darfur,Nyala,Nyala,12.05,24.883333,cereals and tubers,Millet,90 KG,actual,Wholesale,SDG,507.5,89.5978
2014-05-15,South Darfur,Nyala,Nyala,12.05,24.883333,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,12.0,2.1186
2014-05-15,South Darfur,Nyala,Nyala,12.05,24.883333,cereals and tubers,Sorghum (food aid),3 KG,actual,Retail,SDG,12.5,2.2068
2014-05-15,South Kordofan,Kadugli,Kadugli,11.016667,29.716667,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,18.75,3.3103
2014-05-15,South Kordofan,Kadugli,Kadugli,11.016667,29.716667,cereals and tubers,Millet,90 KG,actual,Wholesale,SDG,450.0,79.4463
2014-05-15,South Kordofan,Kadugli,Kadugli,11.016667,29.716667,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,9.0,1.5889
2014-05-15,South Kordofan,Kadugli,Kadugli,11.016667,29.716667,cereals and tubers,Sorghum (food aid),3 KG,actual,Retail,SDG,6.0,1.0593
2014-05-15,South Kordofan,Kadugli,Kadugli,11.016667,29.716667,cereals and tubers,Sorghum (white),90 KG,actual,Wholesale,SDG,193.33,34.1319
2014-05-15,South Kordofan,Kadugli,Kadugli,11.016667,29.716667,cereals and tubers,Wheat,90 KG,actual,Wholesale,SDG,273.33,48.2557
2014-05-15,West Darfur,El Geneina,El Geneina,13.45,22.45,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,11.15,1.9685
2014-05-15,West Darfur,El Geneina,El Geneina,13.45,22.45,cereals and tubers,Sorghum,3 KG,actual,Retail,SDG,9.15,1.6154
2014-05-15,West Darfur,El Geneina,El Geneina,13.45,22.45,cereals and tubers,Sorghum (food aid),3 KG,actual,Retail,SDG,9.07,1.6022
2014-06-15,Blue Nile,Damazin,Damazin,11.7891,34.3592,cereals and tubers,Millet,3.5 KG,actual,Retail,SDG,13.5,2.3702
